33.5
23.0
23.6
26.1
21.6
22.5
19.5
21.9
25.2
30.0
31.6
28.8
27.7
24.9
21.6
23.8
25.8
29.4
22.5
20.4
22.6
22.3
22.0
20.8
25.4
23.2
21.5
24.1
21.9
24.7
22.6
